filed_date,fiscal_year,form,fiscal_period,company,ticker,category,quarter,year,date,industrykey,sectorkey,close,volume,Revenue,NetIncomeLoss,OperatingIncomeLoss,Assets,Liabilities,StockholdersEquity,IncomeTaxExpenseBenefit,CommonStockSharesOutstanding,Assets_lag1,CommonStockSharesOutstanding_lag1,IncomeTaxExpenseBenefit_lag1,Liabilities_lag1,NetIncomeLoss_lag1,OperatingIncomeLoss_lag1,StockholdersEquity_lag1,Revenue_lag1,close_lag1,volume_lag1
2023-11-07,2023,10-Q,Q3,Upwork,UPWK,gig,3,2023,2023-09-30,internet-content-information,communication-services,11.359999656677246,2809900.0,456876000.0,-73385000.0,-72142000.0,1080245000.0,831366000.0,259517000.0,96000.0,132368265.0,1080245000.0,132368265.0,56000.0,831366000.0,-48558000.0,-46700000.0,259517000.0,298235000.0,9.34000015258789,1471100.0
2024-02-15,2023,10-K,FY,Upwork,UPWK,gig,4,2023,2023-12-31,internet-content-information,communication-services,14.869999885559082,1535700.0,502797000.0,-56240000.0,-54217000.0,1080245000.0,831366000.0,299310000.0,122000.0,132368265.0,1080245000.0,132368265.0,96000.0,831366000.0,-73385000.0,-72142000.0,259517000.0,456876000.0,11.359999656677246,2809900.0
2024-05-01,2024,10-Q,Q1,Upwork,UPWK,gig,1,2024,2024-03-31,internet-content-information,communication-services,12.260000228881836,2753500.0,160858000.0,17167000.0,-25038000.0,1037541000.0,656466000.0,248879000.0,795000.0,137272754.0,1080245000.0,132368265.0,122000.0,831366000.0,-56240000.0,-54217000.0,299310000.0,502797000.0,14.869999885559082,1535700.0
2024-08-07,2024,10-Q,Q2,Upwork,UPWK,gig,2,2024,2024-06-30,internet-content-information,communication-services,10.75,2833200.0,329469000.0,13176000.0,-31154000.0,1037541000.0,656466000.0,248879000.0,2652000.0,137272754.0,1037541000.0,137272754.0,795000.0,656466000.0,17167000.0,-25038000.0,248879000.0,160858000.0,12.260000228881836,2753500.0
2024-11-06,2024,10-Q,Q3,Upwork,UPWK,gig,3,2024,2024-09-30,internet-content-information,communication-services,10.449999809265137,994700.0,505202000.0,29513000.0,-19688000.0,1037541000.0,656466000.0,248879000.0,3547000.0,137272754.0,1037541000.0,137272754.0,2652000.0,656466000.0,13176000.0,-31154000.0,248879000.0,329469000.0,10.75,2833200.0
2025-02-13,2024,10-K,FY,Upwork,UPWK,gig,4,2024,2024-12-31,internet-content-information,communication-services,16.350000381469727,1107900.0,618318000.0,-89885000.0,-92624000.0,1037541000.0,656466000.0,259517000.0,536000.0,137272754.0,1037541000.0,137272754.0,3547000.0,656466000.0,29513000.0,-19688000.0,248879000.0,505202000.0,10.449999809265137,994700.0
2025-05-05,2025,10-Q,Q1,Upwork,UPWK,gig,1,2025,2025-03-31,internet-content-information,communication-services,13.050000190734863,1488900.0,190937000.0,18442000.0,13049000.0,1211613000.0,636236000.0,381075000.0,1329000.0,135348453.0,1037541000.0,137272754.0,536000.0,656466000.0,-89885000.0,-92624000.0,259517000.0,618318000.0,16.350000381469727,1107900.0
2025-08-06,2025,10-Q,Q2,Upwork,UPWK,gig,2,2025,2025-06-30,internet-content-information,communication-services,13.4399995803833,2960800.0,384066000.0,40662000.0,30830000.0,1211613000.0,636236000.0,381075000.0,2510000.0,135348453.0,1211613000.0,135348453.0,1329000.0,636236000.0,18442000.0,13049000.0,381075000.0,190937000.0,13.050000190734863,1488900.0
2025-11-04,2025,10-Q,Q3,Upwork,UPWK,gig,3,2025,2025-09-30,internet-content-information,communication-services,18.56999969482422,2260100.0,577842000.0,68420000.0,51623000.0,1211613000.0,636236000.0,381075000.0,3636000.0,135348453.0,1211613000.0,135348453.0,2510000.0,636236000.0,40662000.0,30830000.0,381075000.0,384066000.0,13.4399995803833,2960800.0
2026-02-13,2025,10-K,FY,Upwork,UPWK,gig,4,2025,2025-12-31,internet-content-information,communication-services,19.549999237060547,2662600.0,689136000.0,46887000.0,-11260000.0,1211613000.0,636236000.0,248879000.0,1990000.0,135348453.0,1211613000.0,135348453.0,3636000.0,636236000.0,68420000.0,51623000.0,381075000.0,577842000.0,18.56999969482422,2260100.0
